,Farm0001,Farm0002,Farm0003,Farm0004,Farm0005,Farm0006,Farm0007,Farm0008,Farm0009,Farm0010,Farm0011,Farm0012,Farm0013,Farm0014,Farm0015,Farm0016,Farm0017,Farm0018,Farm0019,Farm0020,Farm0021,Farm0022,Farm0023,Farm0024,Farm0025,Farm0026,Farm0027,Farm0028,Farm0029,Farm0030,Farm0031,Farm0032,Farm0033,Farm0034,Farm0035,Farm0036,Farm0037,Farm0038,Farm0039,Farm0040,Farm0041,Farm0042,Farm0043,Farm0044,Farm0045,Farm0046,Farm0047,Farm0048,Farm0049,Farm0050,Farm0051,Farm0052,Farm0053,Farm0054,Farm0055,Farm0056,Farm0057,Farm0058,Farm0059,Farm0060,Farm0061,Farm0062,Farm0063,Farm0064,Farm0065,Farm0066,Farm0067,Farm0068,Farm0069,Farm0070,Farm0071,Farm0072,Farm0073,Farm0074,Farm0075,Farm0076,Farm0077,Farm0078,Farm0079,Farm0080,Farm0081,Farm0082,Farm0083,Farm0084,Farm0085,Farm0086,Farm0087,Farm0088,Farm0089,Farm0090,Farm0091,Farm0092,Farm0093,Farm0094,Farm0095,Farm0096,Farm0097,Farm0098,Farm0099,Farm0100,Farm0101,Farm0102,Farm0103,Farm0104,Farm0105,Farm0106,Farm0107,Farm0108,Farm0109,Farm0110,Farm0111,Farm0112,Farm0113,Farm0114,Farm0115,Farm0116,Farm0117,Farm0118,Farm0119,Farm0120,Farm0121,Farm0122,Farm0123,Farm0124,Farm0125,Farm0126,Farm0127,Farm0128,Farm0129,Farm0130,Farm0131,Farm0132,Farm0133,Farm0134,Farm0135,Farm0136,Farm0137,Farm0138,Farm0139,Farm0140,Farm0141,Farm0142,Farm0143,Farm0144,Farm0145,Farm0146,Farm0147,Farm0148,Farm0149,Farm0150,Farm0151,Farm0152,Farm0153,Farm0154,Farm0155,Farm0156,Farm0157,Farm0158,Farm0159,Farm0160,Farm0161,Farm0162,Farm0163,Farm0164,Farm0165,Farm0166,Farm0167,Farm0168,Farm0169,Farm0170,Farm0171,Farm0172,Farm0173,Farm0174,Farm0175,Farm0176,Farm0177,Farm0178,Farm0179,Farm0180,Farm0181,Farm0182,Farm0183,Farm0184,Farm0185,Farm0186,Farm0187,Farm0188,Farm0189,Farm0190,Farm0191,Farm0192,Farm0193,Farm0194,Farm0195,Farm0196,Farm0197,Farm0198,Farm0199,Farm0200,Farm0201,Farm0202,Farm0203,Farm0204,Farm0205,Farm0206,Farm0207,Farm0208,Farm0209,Farm0210,Farm0211,Farm0212,Farm0213,Farm0214
Farm0114,16,16,22,20,24,6,23,26,24,23,18,22,8,22,23,6,25,8,22,21,22,24,24,20,7,22,18,12,7,14,8,23,8,10,8,11,12,23,9,7,24,28,20,20,23,24,10,19,18,6,10,22,21,20,14,8,10,25,25,10,24,12,24,13,12,30,6,9,20,9,10,22,30,29,23,10,8,10,12,22,30,24,9,8,12,12,26,12,20,22,25,28,29,9,28,10,26,31,12,8,27,9,8,12,20,10,27,34,28,28,30,27,10,,12,12,11,14,10,32,11,26,12,10,35,10,12,10,26,32,25,34,26,28,26,13,32,10,16,8,33,30,31,34,32,26,9,10,12,29,31,27,18,17,136,13,30,10,16,15,30,33,28,31,14,28,12,12,10,28,10,12,14,10,30,29,32,13,12,34,26,16,14,28,38,27,33,18,13,13,29,36,30,32,12,12,30,12,12,16,34,38,22,18,25,15,26,28,20,18,12,37,38,22
Farm0115,18,17,24,20,24,7,22,26,24,24,20,21,10,24,23,6,25,10,22,22,23,22,26,22,7,22,18,12,7,12,6,23,7,8,8,11,12,23,9,7,23,27,20,20,24,23,7,20,18,6,8,22,20,18,14,8,12,27,26,9,24,13,26,13,12,30,6,10,21,6,9,24,30,29,23,10,6,8,12,24,30,24,6,7,9,10,26,9,20,20,26,28,30,8,29,8,27,30,15,8,28,8,8,8,20,8,26,35,28,26,30,26,10,12,,10,10,12,10,32,8,28,10,8,36,8,8,8,26,32,26,34,26,28,26,10,32,8,12,10,32,30,30,33,32,26,8,7,11,28,30,26,14,14,134,12,31,12,14,12,28,32,28,30,12,29,11,9,10,28,8,10,12,10,28,29,32,12,10,34,26,16,14,26,38,28,34,16,14,12,30,36,30,33,10,11,30,10,12,13,34,38,20,16,22,13,28,28,19,18,12,38,38,22
Farm0116,17,16,22,20,23,7,22,26,24,24,19,21,8,24,24,6,24,10,22,22,24,23,25,20,8,22,19,11,8,13,8,23,7,8,8,12,12,22,8,8,24,28,22,20,24,24,6,18,18,4,6,22,20,19,14,7,11,26,25,10,24,14,26,13,10,30,5,8,21,6,8,22,30,29,23,10,6,10,12,24,30,24,6,8,8,10,27,8,20,22,27,28,30,7,28,8,26,30,15,8,28,8,8,10,20,7,26,35,28,26,30,28,11,12,10,,9,8,9,32,10,27,11,9,36,9,8,9,26,30,26,34,26,28,26,9,32,10,14,11,33,30,30,34,32,26,4,8,11,30,30,28,16,15,134,12,32,10,14,4,28,32,27,30,11,30,10,10,1,28,8,10,10,10,28,30,32,13,10,34,26,16,14,27,38,28,33,16,14,12,28,36,30,32,10,12,30,10,10,14,33,38,20,16,22,14,26,28,19,18,10,38,38,22
Farm0117,16,16,22,20,22,6,22,24,22,23,18,20,7,23,22,5,24,8,22,20,22,22,25,20,6,22,17,10,6,12,6,23,6,8,8,10,12,22,10,6,22,26,18,20,21,22,7,18,18,4,6,20,20,18,14,6,10,25,24,10,23,12,26,13,10,30,5,8,20,6,8,22,29,27,22,8,6,10,10,22,28,23,4,6,8,10,25,7,18,21,24,26,28,8,28,7,25,28,12,6,26,8,6,9,20,6,25,34,26,26,29,26,10,11,10,9,,12,8,32,8,26,10,6,35,6,8,8,24,30,24,32,24,27,25,8,30,8,12,9,32,28,28,34,30,26,6,6,10,28,29,26,14,14,134,11,30,10,13,12,28,30,26,28,10,28,10,8,8,27,8,10,10,9,28,29,30,12,9,33,25,15,12,26,37,26,32,14,12,10,28,34,28,33,10,10,28,9,11,14,32,38,19,16,22,11,26,28,18,16,9,36,37,20
Farm0118,19,20,26,22,26,8,24,28,26,24,20,22,10,26,25,8,26,12,24,25,24,26,26,22,10,24,19,13,8,15,8,24,8,11,10,12,14,24,11,9,25,29,21,19,24,26,10,19,20,6,7,23,22,18,16,8,13,28,28,11,26,15,27,16,13,33,8,12,21,8,10,24,32,32,25,12,8,12,14,26,32,26,8,8,12,14,28,12,20,24,30,30,31,10,31,10,25,32,16,10,29,10,10,11,20,9,27,35,27,29,32,28,12,14,12,8,12,,8,35,6,28,8,6,36,10,4,12,28,30,27,36,26,30,26,6,34,4,14,9,35,32,32,36,33,26,7,10,13,28,30,28,13,14,136,12,28,10,16,12,32,34,28,32,14,31,12,8,8,27,6,12,13,12,28,30,34,15,13,38,24,18,13,29,39,26,32,15,12,13,28,34,30,33,8,13,29,12,9,15,36,38,18,18,24,10,26,31,21,15,10,40,40,20
Farm0119,14,12,19,16,18,4,19,24,20,19,15,18,4,20,20,2,22,7,18,18,18,19,21,17,4,18,14,8,3,10,4,18,4,6,1,10,8,20,6,4,18,22,16,17,18,20,6,16,16,5,7,16,17,14,10,4,8,22,21,8,19,10,22,10,8,26,3,6,18,5,6,18,26,26,19,7,5,7,8,18,26,20,6,6,9,10,22,10,16,16,22,22,26,6,24,6,22,26,11,2,24,8,5,8,17,6,22,32,25,23,26,23,6,10,10,9,8,8,,30,8,23,9,6,32,8,9,8,22,27,20,30,22,24,23,9,28,7,12,6,28,26,26,29,28,22,6,8,10,25,28,22,14,14,134,8,27,8,12,12,24,28,24,24,11,26,8,8,8,24,8,9,10,9,26,26,28,9,9,30,22,14,10,24,32,24,29,14,11,10,25,32,26,28,10,10,26,10,10,14,30,34,19,16,22,12,24,26,18,16,10,32,33,19
Farm0120,16,14,18,14,21,25,21,24,19,20,14,18,26,22,20,26,22,28,21,21,21,21,24,14,26,16,17,30,28,32,26,20,26,28,28,30,30,20,30,26,21,24,20,20,22,22,29,18,19,28,28,20,20,20,32,28,29,24,22,28,22,31,25,32,28,26,26,26,20,30,30,20,28,26,21,28,28,29,28,20,29,22,28,28,31,32,22,32,20,19,24,24,3,28,24,30,22,26,33,28,24,30,28,31,20,30,24,34,25,25,27,26,28,32,32,32,32,35,30,,32,26,34,30,34,30,30,32,24,28,25,33,24,24,24,31,28,31,36,31,28,29,28,32,30,24,30,30,32,26,26,26,38,37,155,33,27,30,36,34,27,30,25,28,34,27,32,32,30,25,30,30,33,32,28,28,29,32,32,32,24,36,35,24,34,26,29,38,34,30,26,32,28,30,32,32,28,32,34,37,30,38,42,38,44,32,26,26,40,40,34,36,37,44
Farm0121,16,17,22,20,22,6,22,26,22,22,17,20,8,24,22,4,24,8,22,21,22,22,25,20,6,21,16,10,6,12,6,22,7,9,8,10,10,22,8,6,22,26,20,18,22,24,8,16,18,6,7,20,20,18,12,6,10,24,24,9,22,12,26,12,9,30,6,8,19,4,4,22,29,28,22,10,6,8,10,21,29,22,5,4,6,10,25,9,18,20,25,26,28,9,28,8,24,28,14,8,26,5,6,5,20,4,26,34,26,26,30,26,9,11,8,10,8,6,8,32,,26,2,4,36,6,8,6,24,29,24,33,25,26,25,7,32,6,12,9,30,30,28,34,31,25,7,8,10,28,30,26,13,14,134,10,30,10,12,12,28,31,26,28,10,28,9,8,8,27,6,8,8,8,28,28,30,12,8,32,26,14,12,26,36,26,32,15,14,8,28,34,29,32,8,10,28,9,10,11,32,38,19,15,22,10,26,28,16,16,11,36,38,20
Farm0122,10,8,16,14,16,20,16,17,16,16,12,6,20,18,16,20,18,22,17,16,16,16,17,14,22,14,12,24,20,25,22,16,22,21,24,24,24,16,25,22,4,20,16,14,16,10,23,12,14,22,25,14,6,14,27,22,24,20,19,23,9,26,10,27,24,22,22,22,16,24,26,18,15,22,4,24,22,23,24,4,23,6,24,24,27,27,20,26,14,6,20,20,22,23,21,24,21,23,30,24,12,24,24,26,15,24,21,20,22,20,22,0,24,26,28,27,26,28,23,26,26,,28,24,30,23,26,26,18,24,20,26,21,22,20,28,24,26,30,26,24,23,22,26,6,21,24,25,28,16,25,12,32,32,149,26,24,26,32,30,22,24,22,23,28,22,27,26,26,22,26,25,28,26,24,22,24,26,28,26,21,30,29,12,30,12,26,32,30,26,14,28,15,26,26,28,22,28,28,31,28,32,36,34,40,28,20,22,36,36,28,31,31,38
Farm0123,18,17,24,21,24,8,24,27,24,24,20,20,9,25,24,6,27,12,24,22,24,22,26,21,8,22,20,12,8,14,9,24,8,9,10,12,13,24,11,8,24,28,22,22,25,25,9,19,20,6,8,22,22,20,15,9,12,28,26,10,25,14,27,13,12,30,7,10,22,6,8,24,31,30,24,12,7,12,12,25,32,25,7,6,8,12,27,10,21,22,26,27,30,9,28,8,28,31,14,8,28,6,9,8,22,6,28,36,28,28,32,28,12,12,10,11,10,8,9,34,2,28,,7,37,8,10,8,26,32,26,35,27,28,27,9,34,8,14,11,34,31,32,36,32,27,8,10,12,30,31,27,16,16,134,13,33,12,12,14,30,34,28,31,11,31,10,9,10,30,8,10,10,9,30,31,32,14,8,35,26,17,15,28,38,30,34,18,15,9,30,36,31,33,10,12,31,9,12,12,36,41,21,17,24,12,29,30,18,18,13,38,38,22
Farm0124,16,14,22,18,20,6,22,24,22,20,17,18,6,22,21,4,24,9,20,22,22,20,22,19,4,20,16,10,6,12,6,21,5,7,7,10,10,21,7,6,20,26,20,18,22,23,6,18,17,4,6,18,19,16,12,6,8,25,24,8,22,12,24,11,8,28,4,7,18,3,5,21,28,27,21,8,4,8,8,20,28,22,4,4,6,8,23,8,18,17,24,26,28,6,26,6,25,28,12,6,25,3,6,5,18,4,24,32,26,26,28,26,8,10,8,9,6,6,6,30,4,24,7,,35,4,7,4,24,30,22,32,24,26,23,6,30,6,10,8,30,29,28,32,30,24,6,6,10,28,27,26,14,12,132,10,30,9,10,10,26,30,25,28,8,27,8,7,7,26,0,2,3,2,26,27,30,11,2,32,23,14,11,25,35,26,31,14,12,2,27,34,28,30,3,9,29,2,8,6,32,38,18,15,22,4,25,28,15,16,8,36,36,20
Farm0125,20,20,25,22,15,30,26,24,26,16,22,24,30,14,25,30,26,32,14,25,26,16,26,24,32,24,22,34,30,35,32,25,30,31,32,34,35,14,33,31,26,29,25,24,14,24,32,22,23,30,32,22,24,23,36,30,33,28,26,32,26,35,28,35,34,32,30,30,26,34,34,27,32,32,24,32,30,32,33,26,6,26,31,33,36,37,28,36,24,22,28,18,31,32,30,34,30,32,38,33,30,34,32,35,24,34,30,38,30,28,31,28,32,35,36,36,35,36,32,34,36,30,37,35,,34,36,36,28,34,30,36,30,29,30,36,34,34,39,34,12,32,11,8,34,30,34,33,37,31,35,29,40,41,160,36,32,35,40,38,32,34,31,21,38,30,36,36,35,30,35,33,38,36,33,10,34,34,36,10,29,40,38,30,10,30,36,42,38,35,30,12,32,34,36,37,30,36,38,40,36,12,46,42,50,37,29,30,44,44,36,19,12,46
Farm0126,15,15,22,18,20,6,20,25,20,20,16,18,6,22,21,4,24,8,20,20,22,22,22,18,6,20,15,9,5,11,6,21,4,7,8,8,10,21,6,5,20,25,20,18,22,21,7,16,16,2,4,20,18,16,12,6,10,24,23,8,20,10,23,11,10,27,2,8,19,1,4,20,26,27,20,8,4,8,9,20,28,22,4,4,4,8,25,6,18,18,24,26,28,6,26,6,24,28,12,6,24,4,5,4,19,3,22,32,25,24,28,22,7,10,8,9,6,10,8,30,6,23,8,4,34,,8,5,24,30,24,32,23,25,25,6,30,5,12,8,30,29,28,32,29,23,6,6,9,26,28,24,12,13,132,10,28,8,10,10,28,30,24,28,8,26,8,8,8,27,5,6,6,6,26,28,30,12,6,32,24,14,13,24,34,26,31,13,12,6,26,32,28,31,5,8,28,6,10,10,32,38,18,14,22,8,26,28,14,14,8,36,36,20
Farm0127,16,14,22,18,21,5,22,26,23,22,18,20,8,23,23,6,24,9,24,20,22,22,24,20,6,22,18,10,6,12,6,22,6,8,7,10,12,22,8,6,21,28,21,18,22,23,6,18,18,4,4,19,20,18,14,6,10,26,24,8,23,12,26,12,10,29,4,8,20,4,6,22,28,28,22,8,6,8,10,22,30,23,4,7,9,8,26,8,19,19,26,26,28,7,28,8,24,30,12,8,26,8,8,9,20,6,25,34,26,26,28,26,8,12,8,8,8,4,9,30,8,26,10,7,36,8,,7,25,30,24,34,25,28,26,8,32,8,12,9,30,29,28,33,30,24,8,7,12,28,28,26,14,13,132,10,30,9,13,12,28,32,25,29,12,28,10,8,8,28,8,10,10,8,28,28,30,10,8,32,24,14,13,26,37,26,32,16,14,9,28,34,28,32,9,11,29,8,10,14,34,38,20,14,21,12,26,28,18,16,10,36,36,20
Farm0128,16,16,21,20,22,6,24,26,22,23,18,19,8,23,22,6,24,10,22,20,22,21,24,20,6,22,17,10,6,12,6,22,6,8,8,10,12,22,8,6,22,25,20,19,22,24,6,19,18,4,6,20,20,16,13,6,10,24,24,9,22,12,24,12,10,28,6,8,20,4,4,22,30,28,22,10,5,10,10,22,29,23,5,4,6,8,25,9,18,19,26,26,28,7,26,8,26,30,12,8,26,4,8,6,19,2,26,34,26,26,28,26,10,10,8,9,8,12,8,32,6,26,8,4,36,5,7,,26,30,24,34,26,27,25,6,30,7,12,9,30,28,28,34,31,26,7,6,10,28,29,26,14,14,134,12,31,11,10,12,28,30,26,29,9,28,8,7,8,27,7,8,7,6,26,28,31,12,6,33,26,15,12,26,37,25,32,15,12,8,28,34,30,32,6,8,28,7,10,10,33,38,19,16,22,10,24,26,16,16,11,36,37,22
Farm0129,8,10,14,13,16,20,14,17,14,15,10,13,20,16,16,20,18,24,15,6,14,15,16,13,20,15,12,24,22,24,20,15,21,21,23,23,24,14,22,21,15,19,14,14,14,16,20,12,13,22,24,12,12,13,26,21,23,0,16,21,16,24,17,25,22,22,19,20,14,22,24,17,22,22,14,22,22,22,24,16,22,16,22,22,25,26,18,25,14,12,0,20,22,23,20,24,20,22,28,22,20,24,22,26,14,24,20,28,22,3,4,19,22,26,26,26,24,28,22,24,24,18,26,24,28,24,25,26,,6,0,8,20,20,21,26,22,25,29,24,24,4,22,26,24,20,24,24,26,22,24,20,30,32,151,26,22,25,32,28,4,6,21,22,28,2,26,25,25,2,25,24,26,26,22,20,24,24,26,26,19,30,28,18,28,18,26,32,28,26,22,28,22,7,27,26,23,26,27,30,26,32,36,31,40,26,18,22,34,31,26,30,30,36
Farm0130,14,14,20,18,20,24,20,24,20,21,16,18,24,22,20,24,20,27,20,10,20,20,22,18,26,18,18,27,27,30,26,21,26,26,28,28,29,20,28,26,20,24,18,18,21,20,24,17,17,26,28,16,18,18,31,26,28,6,22,27,20,30,23,29,29,26,24,26,20,28,29,23,26,26,20,27,28,28,28,20,27,21,26,28,30,31,23,30,19,18,6,24,25,28,26,29,25,26,33,28,24,30,27,30,19,28,24,32,26,6,10,24,26,32,32,30,30,30,27,28,29,24,32,30,34,30,30,30,6,,6,13,25,26,25,30,29,30,34,28,30,9,27,30,30,26,28,29,30,25,28,23,36,37,155,31,28,30,34,34,8,11,26,28,34,8,31,30,30,7,29,29,33,30,28,27,30,30,30,30,25,34,32,24,34,23,30,37,32,30,26,32,26,12,30,33,27,32,32,35,32,36,42,36,44,32,24,27,40,38,32,36,36,42
Farm0131,10,10,16,13,16,20,16,18,16,16,12,14,21,16,16,19,18,24,16,6,16,16,18,14,19,16,13,24,20,26,20,16,20,22,21,25,26,16,22,20,15,20,16,16,17,18,22,13,15,20,22,12,14,14,27,20,24,1,18,23,16,25,18,25,23,24,19,22,16,22,22,18,23,22,16,22,20,24,24,16,23,18,21,22,24,25,19,25,15,14,0,20,24,20,22,24,22,22,28,21,20,22,20,24,16,22,20,28,22,2,5,20,24,25,26,26,24,27,20,25,24,20,26,22,30,24,24,24,0,6,,10,20,22,21,25,26,25,28,23,25,6,24,27,24,22,22,22,27,22,24,20,30,31,150,24,24,24,28,28,2,7,22,22,28,4,26,24,24,4,25,24,26,24,24,22,24,26,24,26,20,30,26,20,30,20,26,32,28,24,23,28,24,8,26,26,24,24,26,29,28,32,35,31,38,26,20,22,34,32,26,30,31,36
Farm0132,16,16,22,21,23,26,22,26,22,23,18,20,28,22,24,28,25,31,22,12,22,22,26,20,28,22,20,32,29,33,29,22,28,28,29,31,32,23,30,30,22,27,22,22,22,23,28,22,20,28,32,19,22,21,35,29,30,8,24,28,24,34,25,32,32,29,28,30,23,29,33,26,30,30,24,30,30,30,31,22,30,25,31,30,34,34,26,32,22,21,8,28,28,30,28,32,27,30,36,29,26,32,30,34,22,31,28,35,30,9,12,28,30,34,34,34,32,36,30,33,33,26,35,32,36,32,34,34,8,13,10,,28,28,28,34,31,32,36,32,32,12,30,34,32,28,32,32,34,28,32,28,38,40,158,34,30,34,38,38,12,14,28,30,37,10,34,34,33,11,34,33,36,34,30,29,32,32,34,34,28,38,36,26,38,27,33,40,36,33,28,34,30,14,34,36,30,34,36,38,34,40,43,40,46,34,27,28,42,40,36,38,38,45
Farm0133,11,10,16,14,17,19,18,20,16,17,14,15,20,18,17,20,20,22,16,15,18,16,19,14,22,16,8,23,22,26,21,17,22,20,20,23,24,16,22,20,16,22,10,11,18,18,22,10,9,22,22,16,16,9,27,22,22,21,20,22,18,25,19,24,22,24,21,21,11,21,24,6,24,22,16,22,22,22,23,17,24,18,22,23,24,26,20,24,10,15,20,22,22,23,22,23,4,24,28,22,21,24,22,26,10,22,10,30,3,21,24,20,22,26,26,26,24,26,22,24,25,21,27,24,30,23,25,26,20,25,20,28,,22,2,26,26,26,30,24,26,23,24,29,26,2,24,24,28,22,7,21,30,32,149,26,24,26,30,30,24,27,9,24,26,23,26,26,24,22,25,24,27,26,3,22,27,26,26,28,1,30,25,21,32,20,27,32,28,25,24,30,22,28,26,28,24,26,28,30,29,33,36,32,38,27,21,24,34,33,28,32,32,36
Farm0134,10,11,14,12,17,22,17,20,14,18,12,16,22,19,5,22,19,22,17,16,16,17,18,12,23,14,13,25,23,27,22,14,23,24,24,25,26,18,26,22,16,2,16,15,17,18,24,17,14,22,26,15,15,15,28,23,25,20,7,24,16,28,20,28,24,12,22,24,18,24,26,19,23,5,18,24,24,22,24,16,24,18,24,25,28,26,8,27,16,14,21,21,22,24,20,26,21,6,30,24,22,26,24,26,16,24,23,30,24,20,24,22,24,28,28,28,27,30,24,24,26,22,28,26,29,25,28,27,20,26,22,28,22,,22,28,14,28,31,25,26,24,24,26,26,21,26,26,30,24,26,22,32,33,152,28,12,27,32,32,22,27,23,24,30,22,28,27,28,20,26,26,28,28,24,24,7,28,27,28,22,32,29,20,31,21,14,34,30,26,23,28,24,27,28,29,22,28,29,32,16,33,38,34,40,29,19,20,36,35,28,32,32,38
Farm0135,10,10,18,13,18,18,18,20,16,16,14,16,21,18,18,20,19,22,16,16,17,16,18,15,21,16,8,23,22,25,20,18,21,22,22,22,24,18,24,20,18,20,11,9,17,19,21,10,9,21,22,16,16,10,27,22,23,20,18,22,17,25,20,24,22,24,21,20,12,22,24,4,24,23,16,22,22,22,23,16,24,18,22,23,25,26,20,25,10,15,20,20,24,22,21,24,4,24,28,22,22,24,22,26,10,24,8,29,4,22,24,21,22,26,26,26,25,26,23,24,25,20,27,23,30,25,26,25,21,25,21,28,2,22,,26,26,26,30,23,26,23,24,28,26,0,24,23,26,23,6,22,31,31,150,26,26,24,30,29,24,25,9,24,28,22,25,24,25,22,26,25,27,26,6,22,26,25,26,28,2,30,26,22,30,21,27,33,29,25,23,28,24,27,26,28,24,26,26,30,28,34,36,33,40,27,22,23,34,32,27,32,32,37
Farm0136,16,18,22,20,24,6,24,26,23,24,18,20,9,24,24,6,24,10,23,22,23,22,24,20,7,22,18,12,8,13,6,22,6,8,8,11,12,23,8,7,23,26,20,20,24,24,6,18,19,4,8,20,22,20,15,6,11,26,24,10,24,14,26,14,11,30,6,9,21,5,4,22,30,30,23,10,5,8,10,23,31,24,6,5,8,10,26,9,20,22,26,28,29,8,27,7,26,30,13,8,26,6,8,8,20,4,26,34,28,26,30,28,10,13,10,9,8,6,9,31,7,28,9,6,36,6,8,6,26,30,25,34,26,28,26,,32,7,12,11,31,29,30,34,32,26,8,8,12,29,30,28,16,14,134,12,30,12,8,13,28,32,26,29,12,29,11,8,10,28,7,8,8,8,29,30,32,12,8,34,26,16,14,28,36,27,33,16,14,8,30,36,30,33,8,12,28,8,11,13,34,38,20,16,22,12,24,26,17,17,12,37,38,21
Farm0137,16,16,20,16,22,24,21,24,20,21,15,20,26,22,9,26,24,29,22,20,22,20,22,16,26,19,18,30,28,32,27,19,26,27,28,29,30,20,30,26,22,14,21,20,22,22,28,20,18,28,30,18,19,19,33,27,29,24,11,28,22,30,24,32,30,6,26,28,22,30,30,23,28,15,20,28,28,27,28,20,28,22,28,29,30,32,12,30,20,19,24,25,24,28,24,30,27,16,33,28,25,30,28,30,20,29,26,34,26,24,30,25,28,32,32,32,30,34,28,28,32,24,34,30,34,30,32,30,22,29,26,31,26,14,26,32,,32,35,30,30,28,28,32,30,25,30,30,34,26,31,25,37,38,156,31,6,31,36,36,27,28,27,28,34,27,32,30,30,26,31,30,34,31,29,28,17,31,32,32,27,37,34,26,36,24,8,38,36,30,28,32,28,32,32,33,28,32,34,36,10,36,42,39,46,32,26,26,42,39,32,36,34,42
Farm0138,16,18,22,18,22,6,22,26,23,22,20,20,8,24,22,4,24,10,21,22,21,21,24,20,6,20,17,10,6,12,6,22,6,9,8,10,10,22,8,6,22,26,20,18,22,22,6,19,18,4,7,20,20,19,14,5,10,25,24,10,22,13,25,12,10,28,4,8,20,4,6,22,28,28,22,10,4,9,10,22,29,24,6,4,3,8,25,8,19,20,24,26,28,6,26,6,26,29,14,8,26,6,8,6,19,4,25,34,26,27,30,25,10,10,8,10,8,4,7,31,6,26,8,6,34,5,8,7,25,30,25,32,26,28,26,7,32,,12,9,30,30,28,33,32,25,8,6,10,28,30,26,14,16,133,12,30,10,11,11,28,32,26,30,6,28,10,8,8,26,8,8,8,8,28,27,30,12,7,34,25,16,14,26,35,26,31,14,13,8,28,34,29,32,7,10,28,6,10,11,32,39,20,16,22,10,26,28,12,16,10,36,38,20
Farm0139,21,20,26,23,27,10,26,28,25,26,22,24,12,26,26,9,27,12,26,26,26,25,29,24,10,24,21,14,10,15,10,26,10,12,11,14,14,25,12,10,26,30,24,22,26,27,10,22,22,7,10,24,24,22,16,9,14,29,27,14,26,16,28,17,15,32,10,12,23,10,12,26,32,32,26,13,8,13,14,26,34,26,10,10,10,14,30,12,22,24,29,29,32,10,31,7,30,32,16,10,30,12,11,12,23,10,30,37,30,30,33,30,12,16,12,14,12,14,12,36,12,30,14,10,39,12,12,12,29,34,28,36,30,31,30,12,35,12,,12,36,32,32,37,35,28,11,8,10,32,33,31,14,18,134,16,34,14,17,16,32,34,30,33,14,32,9,8,12,31,11,12,14,13,32,32,34,17,14,38,29,20,16,30,40,31,35,15,18,14,32,38,33,36,12,9,32,13,10,17,38,42,19,15,23,16,30,32,22,16,10,40,41,19
Farm0140,16,15,20,18,20,5,22,24,20,22,16,19,6,22,21,4,24,8,21,20,22,20,24,20,4,19,16,9,6,12,5,20,4,7,6,9,10,22,6,6,20,25,20,18,21,20,4,18,18,6,8,19,18,16,12,5,8,24,22,8,22,11,24,11,8,28,4,7,18,6,8,20,29,27,20,10,6,8,10,21,28,22,7,8,9,11,24,10,18,18,25,24,26,6,26,8,24,28,10,6,24,8,6,8,18,8,26,32,24,25,28,24,8,8,10,11,9,9,6,31,9,26,11,8,34,8,9,9,24,28,23,32,24,25,23,11,30,9,12,,29,28,28,33,30,24,8,8,12,28,28,26,15,14,134,10,28,8,14,13,27,30,24,28,12,27,10,9,9,26,8,9,12,10,28,27,30,11,10,32,24,14,13,24,36,26,30,16,12,10,28,33,28,31,10,12,28,10,12,14,32,36,20,16,22,13,24,28,19,17,10,34,36,22
Farm0141,15,16,20,20,12,26,22,20,21,12,18,20,26,10,21,26,24,28,11,20,21,11,23,19,27,21,18,29,28,32,28,20,27,27,28,30,30,10,30,26,20,26,20,20,10,22,29,20,18,27,29,20,18,20,33,26,29,24,22,28,22,30,24,31,30,29,28,27,22,30,30,24,28,29,22,28,28,28,30,22,6,22,28,29,32,32,24,31,20,20,24,13,26,28,26,30,26,27,34,28,26,29,28,32,20,29,26,34,26,26,28,26,28,33,32,33,32,35,28,28,30,24,34,30,12,30,30,30,24,30,25,32,26,26,26,31,30,30,36,29,,28,6,11,30,26,30,30,32,28,29,25,36,36,156,32,28,32,36,36,27,30,27,16,33,27,32,30,30,26,31,30,34,32,28,5,30,31,30,10,26,37,34,24,14,25,29,38,34,30,26,11,28,32,32,32,29,32,34,36,32,14,42,38,44,33,25,27,42,39,34,16,14,44
Farm0142,12,12,19,17,19,22,18,21,20,20,14,18,24,20,20,24,21,25,19,10,20,18,20,18,26,16,16,26,25,28,24,20,24,25,26,26,28,20,27,25,20,23,20,17,20,21,26,17,18,25,27,16,18,18,30,25,28,5,22,28,20,28,22,29,26,26,24,26,20,26,28,20,26,26,20,26,26,26,28,20,26,19,26,27,28,30,22,29,18,16,4,24,25,26,25,29,24,26,32,26,23,28,26,30,18,28,24,31,25,3,9,23,26,30,30,30,28,32,26,29,30,23,31,29,32,29,29,28,4,9,6,12,23,24,23,29,28,30,32,28,28,,26,30,28,24,28,28,31,25,28,23,36,35,154,30,28,28,34,34,7,10,26,26,32,6,30,30,29,5,30,29,31,30,28,24,28,28,30,30,23,33,32,24,33,24,29,36,33,30,26,31,26,8,30,30,27,29,30,34,30,34,41,36,43,31,23,26,39,37,32,36,34,40
